rumor,truth,published_date,origin,url,truth_summary,rumor_province,rumor_city,category
喝牛奶能保护胃黏膜,牛奶并不能在胃部形成持续性有效的保护膜。因为牛奶中的蛋白质和脂肪会在胃酸、消化酶等作用下被分解掉。正因如此，牛奶对于胃酸分泌过多者的影响也并不一致。比如，有些研究发现，喝牛奶会缓解胃食管反流病导致的烧心感觉，但有些研究却发现反而会加重。而且，对于乳糖不耐受和牛奶蛋白过敏的人群，牛奶还可能会加重胃部不适。所以，喝牛奶对胃的影响，个体差异很大，建议大家不要盲目跟风喝牛奶养胃。,2024/4/9,“科学辟谣”微信公众号,https://www.piyao.org.cn/20240409/aa30dd43f11445d1825d0ee6854f872a/c.html,牛奶对胃影响个体差异大，效果不一，谨慎饮用。,无,无,食药卫生
重庆永川有KK（电信诈骗）园区,近日，重庆永川网民周某某在某短视频平台关于永川某产业园区招聘的视频信息下面评论：“永川人自己的KK园区”（缅甸一臭名昭著的电信诈骗窝点名为KK园区），造成不良社会影响。经核查，周某某曾到该产业园区应聘过，对产业园区存在偏见。目前，周某某因涉嫌在网络上散布谣言扰乱公共秩序，被警方依法处以行政处罚。,2024/4/8,“重庆辟谣”微信公众号,https://www.piyao.org.cn/20240408/6a052a7336ef42fa8a6629087daed45c/c.html,重庆网民周某某因评论涉诈园区言论不当，被警方处罚。,重庆,无,公共安全
没有糖尿病就不需要控血糖吗？这4个误区还有很多人不知道,血糖异常是糖尿病的“后备军”，出现血糖异常千万别轻视！糖尿病前期人群可大致划为三类，即空腹血糖受损人群、随机血糖受损人群以及两类都受损人群。糖尿病前期发展为糖尿病约3~10年，如果不及时干预，约93%的人群会发展成糖尿病，对健康影响极大。如何正确“控血糖”？以下四个误区要避免：,2024/4/8,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240408/6a052a7336ef42fa8a6629087daed45c/c.html,血糖异常预示糖尿病，需重视，分三类前期人群，发展至糖尿病约3-10年，不干预或成93%患者，控血糖避免四大误区。,无,无,食药卫生
贵州“中国天眼”变成“垃圾场”,近日，海外社交平台有网民发布一张图片，声称“耗资2.6亿美元在贵州大山里建造的天眼，变成了垃圾场！”对此，“贵州辟谣”官方微信公众号发布消息称，网传说法为谣传，网传图片实为美国波多黎各的阿雷西博天文台（Arecibo Observatory）于2020年12月发生彻底坍塌的画面，该天文台主要的观测装置为阿雷西博射电望远镜。事实上，这并非“中国天眼”第一次“被坍塌”，2020年阿雷西博望远镜第一次出现严重损坏之际，网络中就曾出现过类似谣言。,2024/4/7,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240407/052d3be7619a4fbd82aeed6305fd4c00/c.html,海外误传中国天眼成垃圾场，实为美国望远镜坍塌旧谣,贵州,无,其它
百日咳要咳一百天,不一定。百日咳是由百日咳鲍特杆菌引起的急性呼吸道传染病，一般分为卡他期、痉咳期和恢复期，轻症病程一般4至6周，若未进行抗感染治疗者，病程可达2至3个月。,2024/4/7,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240407/052d3be7619a4fbd82aeed6305fd4c00/c.html,百日咳病程4-6周，或2-3月需抗感染治疗。,无,无,食药卫生
食用蜂蜜或花粉能“以毒攻毒”防过敏,别轻易尝试“以毒攻毒”的防过敏偏方。蜂蜜中含有微量的蜂毒和花粉颗粒，一些花粉过敏患者尝试食用蜂蜜或花粉让身体接纳花粉，以期预防过敏。专家表示，这种方法并没有明确的科学共识。花粉过敏症通常是由于人体对特定植物的花粉产生过敏反应。引发花粉过敏的植物以风媒花为主，春季常见的有圆柏、榆树、杨树等，秋季则以蒿草等最为常见，这些风媒花外观往往不是典型的“花朵”，但其花粉量大且极易随风散播。对于花粉过敏的患者来说，建议以避免接触自己的过敏原为主要预防手段。,2024/4/3,新华社,https://www.piyao.org.cn/20240403/30789164ae754e83a1ba0991b153c5a7/c.html,防花粉过敏偏方无科学依据，避免接触过敏原为宜。,无,无,食药卫生
福州福飞北路核辐射超标,近段时间以来，网络上多个自媒体账号流传“由生态环境部辐射环境监测技术中心发布的‘沿海地区核辐射监测每日记录’”信息，并多次点出“福州福飞北路监测（数值）为沿海城市最高”，引发关注。对此，辐射专家表示，福飞北路站自设站以来，γ辐射空气吸收剂量率监测数值一直在100nGy/h上下，并未出现明显大幅度波动。,2024/4/2,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240402/33ec743deaec4028b470f30d352bdf72/c.html,网络热议福州福飞北路核辐射值最高，专家澄清数值稳定。,无,无,科学常识
只有儿童才会得孤独症，孩子长大就好了,2024年4月2日是第十七个世界孤独症关注日。孤独症是一种复杂的神经发育障碍，起病于发育早期，通常在3岁以内发病。在临床上，有孤独症类似特征的，起病于儿童期的神经发育疾病也被归类称为孤独症谱系障碍。很多人认为孤独症只影响儿童，疾病会随着年龄的增长自然好转，其实不然。虽然部分孤独症儿童在成年后会拥有一定的沟通能力，但这并不意味着他们完全摆脱了疾病的影响。很多成年孤独症患者仍面临着严重的社交和沟通障碍，他们需要持续接受家人、社会的支持和帮助。,2024/4/2,“健康中国”微信公众号,https://www.piyao.org.cn/20240402/33ec743deaec4028b470f30d352bdf72/c.html,世界孤独症关注日提醒：成人孤独症持续影响社交沟通，需长期支持。,无,无,社会热点
黄山天都峰4月1日结束轮休对外开放,近期，有网络平台账号发布信息称“黄山天都峰将于4月1日开放”。对此，黄山风景区管理委员会官方微信“中国黄山”发文表示，“景区尚未明确开放天都峰的具体时间，相关工作还在开展过程中”。据了解，黄山风景区管理部门对景区内高海拔景点实行定期封闭轮休，在封闭期间，游人禁止进入，以人工辅助自然恢复的方式，促进树木、林下植被生长，以期生态环境得以改善。天都峰目前仍在封闭状态，其对外开放须经多方评估，确保达到预期的轮休效果，并对区域内的基础设施予以维护提升，待自然环境、安全保障等符合开放条件后，再确定具体的开放时间。天都峰开放日期一旦确定，黄山风景区将会提前向社会公布，敬请游客朋友们关注官宣。,2024/4/1,安徽省互联网违法和不良信息举报中心、“中国黄山”微信公众号,https://www.piyao.org.cn/20240401/f79c2cdeca46469faa92a24275d09e49/c.html,黄山天都峰开放时间未定，需综合评估与维护，官方将提前公布。,无,无,公共政策
多吃碱性食物瘦得快,并非如此。常见的碱性食物包括蔬菜、水果、粗杂粮、坚果和牛奶。虽然这些食物大部分都有利于减肥，但并不等于多吃就能变瘦。此类食物吃多了，热量摄入超过了消耗，也会变胖。比如粗杂粮本质是富含淀粉的谷物，葵花籽、杏仁等富含大量的油脂，牛奶中过量蛋白摄入也会转化成脂肪，水果的糖分多，吃多了也会长肉。想要减肥，可以在均衡饮食的前提下，适当增加碱性食物的比例，但同时也要注意控制摄入食物的总热量。,2024/4/1,科学辟谣,https://www.piyao.org.cn/20240401/f79c2cdeca46469faa92a24275d09e49/c.html,碱性食物助减肥，但控总量，防增胖。,无,无,食药卫生
“近视神药”阿托品可逆转近视,近期，网上流传“硫酸阿托品滴眼液是‘近视神药’”、能“逆转近视”，引发关注。实际上，阿托品的主要作用是“防”、“控”近视，它并没有逆转治疗近视的能力，不是“一点就好”的近视神药。作为处方药，它有相应的适应证和禁忌证，家长不可自行购买、盲目使用。,2024/3/29,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240329/344272f3c7474d8d917d0b1bdda1a353/c.html,硫酸阿托品非“近视神药”，主要防、控近视，需遵医嘱使用。,无,无,食药卫生
京沪高速公路停止收费,近日，有网民在网络平台发文“通车30年，全国最繁忙的高速公路之一，决定停止收费！”，宣称“京沪高速公路停止收费”。经中国互联网联合辟谣平台向有关主管部门核实查证，京沪高速公路并未终止收费，该文章内容属不实信息。文中所使用的高速公路照片实际上是在“广州北环高速公路停止收费”新闻图片基础上编辑剪裁而成，相关内容虚构事实，扰乱公共秩序、误导群众。,2024/3/28,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240328/8d6bb2aa6c57471cb4c2f61fcab02377/c.html,京沪高速未停收，网传信息虚构，扰乱秩序误导公众,无,无,公共政策
食用香椿会致癌?,有说法称，香椿（芽）中含有大量亚硝酸盐物质，简单食用就会中毒、致癌，甚至已经有很多人因其住院。,2024/3/28,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240328/8d6bb2aa6c57471cb4c2f61fcab02377/c.html,香椿含亚硝酸盐，过量食用或致中毒、住院。,无,无,食药卫生
“福建省福州市疾健联合委”发文称“某外卖平台餐品检出粪便和尿液”,近日，一张内容包含“某外卖平台餐品检测出粪便和尿液”的图片在网上流传，落款为“福建省福州市疾健联合委（宣）”，引发网民关注。但经查询，目前福州市人民政府官网“市政府组成部门”中，并没有“福建省福州市疾健联合委”这个部门。经向相关部门核实，亦表示不存在“福建省福州市疾健联合委”这个单位，该信息为谣言，相关外卖平台也已报警处理。,2024/3/27,“福建辟谣”微信公众号、“福州晚报”微信公众号,https://www.piyao.org.cn/20240327/166efdcb784342a89efa4aef95663644/c.html,福州市疾健联合委谣言称外卖含粪尿，官方辟谣并报警。,福建,福州,突发事件
越跑步膝盖越废,很多人认为跑步伤膝，于是选择久坐不动。其实，久坐不动比跑步更损伤膝关节。,2024/3/27,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240327/166efdcb784342a89efa4aef95663644/c.html,久坐比跑步更伤膝关节。,无,无,科学常识
广州妇儿中心开展“身高普查”等公益普查项目,近期，有社会医疗机构冒用广州市妇女儿童医疗中心（以下简称“广州妇儿中心”）名称，通过群发短信的方式，宣传该中心正在进行“身高普查”“针对孩子说话晚，不会说话、注意力差等”等公益普查项目。对此，广州妇儿中心发布声明称，目前，该中心未就上述公益普查项目与其他任何医疗机构或社会组织存在合作关系，也未曾通过短信、电话向广大患者推送过医疗信息。特此提醒广大市民，切勿轻信此类信息，并注意保护个人隐私。,2024/3/26,广东省互联网举报中心,https://www.piyao.org.cn/20240326/3eb530d9b2244f3eaa8fdbe0a12019b0/c.html,冒名广州妇儿中心，群发虚假公益普查信息，官方辟谣无合作，勿轻信保护隐私。,无,无,公共安全
“清明蔗，毒过蛇”,甘蔗因味甜多汁、营养丰富，是很多人都喜欢吃的一种水果。但是，社会上也一直流传着“清明蔗，毒过蛇”的说法。其实，真正有毒的并不是清明前后的甘蔗，而是霉变的甘蔗。由于清明前后天气转暖、降水增多，有利于可使甘蔗霉变的植物腐生真菌——节菱孢霉菌繁殖，而节菱孢霉菌产生的毒素3-硝基丙酸（3-NPA）是一种毒性很强的神经毒素（主要损害中枢神经系统），是食用霉变甘蔗中毒的罪魁祸首，所以才会有“清明蔗，毒过蛇”的说法。因此，为保障我们的身体健康，在挑选甘蔗的过程中应注意以下几点：,2024/3/26,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240326/3eb530d9b2244f3eaa8fdbe0a12019b0/c.html,清明前后，霉变甘蔗含剧毒，选购需谨慎,无,无,食药卫生
我国城乡居民医保参保人数近年来持续下降？部分地区农村出现医保“退保潮”,这种说法不准确。我国基本医保参保覆盖面稳定在95%以上，参保质量持续提升。从宏观上看，居民医保参保人数保持稳定。相关数据近年来有轻微波动，主要是两方面原因造成的。一是参保数据治理。自2022年起，医保部门以全国统一医保信息平台上线为契机，连续两年清理居民医保跨省和省内重复参保数据共5600万。这是居民医保参保数据出现波动的最主要原因。二是参保结构优化。由于大学生毕业就业等新增就业因素，部分原来参加居民医保的群众转为参加职工医保，2020年-2023年，每年都有500-800万参保人由参加居民医保转为参加职工医保，造成了居民医保人数和职工医保人数此消彼长。,2024/3/25,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240325/ad1109642aac4773921505a79e9baacd/c.html,我国医保参保率高，质量提升；数据波动因治理与结构优化。,无,无,公共政策
中风患者可以通过及时扎针放血来急救,千万不要这么做。中风（脑卒中）是一种严重的医疗紧急状况，缺血性中风由脑部血管堵塞引起，出血性中风由脑部血管破裂引起。中风的治疗需要在医院由专业医生根据患者的具体病情进行。对于中风患者，最重要的是迅速识别症状并立即求医。,2024/3/25,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240325/ad1109642aac4773921505a79e9baacd/c.html,中风紧急就医，专业治疗关键。,无,无,食药卫生
湖南省长沙市天心区发生重大刑案，警方发布悬赏通告,近日，有网民在网上发布视频，内容为带有警徽的《悬赏通告》。通告称近期长沙天心区发生重大刑事案件，拟向公众有偿征集线索，并附所谓嫌疑人图片及民警联系方式，落款为“长沙市派出所天心分局”。经查，该视频内容纯属谣言，所谓《悬赏通告》系网民许某为吸粉引流、博取关注，通过AI技术伪造而成。鉴于许某伪造悬赏通告发布虚假信息，造成恶劣影响，其行为严重扰乱社会秩序，损害公安形象，公安机关已依法对其处以行政拘留3日的处罚。,2024/3/22,“湖南省互联网举报中心”微信公众号、“湖南网警”微信公众号,https://www.piyao.org.cn/20240322/140ad05f1a30435aae8a9dac3f499232/c.html,伪造警用悬赏通告，网民许某被行拘三日。,无,无,公共安全
户外踏青被蜱虫叮咬，徒手捏碎蜱虫就行,这种方法不可取。医生建议，外出游玩时，一定要做好防护，预防蜱虫叮咬，尽量避免在草地、树林、田间地头等环境中长时间坐卧。如果被蜱虫叮咬，切不可生拉硬拽或者用其他东西刺激它，以免将蜱虫的头部口器残留在皮肤内。可以用酒精反复喷杀，等虫体松动时，稍微用点力气把它带出来，注意不要把虫体捏破，可以戴上手套之类的防护物品。,2024/3/22,央视网,https://www.piyao.org.cn/20240322/140ad05f1a30435aae8a9dac3f499232/c.html,外出防蜱叮咬，勿生拉硬拽，用酒精喷杀后轻轻取出。,无,无,食药卫生
重庆垫江以补贴形式面向社会招录正式编制公务人员,近日，“垫江招聘信息网”微信公众号发布信息：“无面试！重庆垫江面向社会公开招录公告！每人补贴5000元！可入正式编！”部分网民看到该信息后误认为，垫江面向社会以补贴形式招录具有正式编制的公务人员，于是纷纷向垫江县有关部门致电咨询招录情况。经核实，近年来，垫江未曾以补贴方式和不经过面试招录具有正式编制公务人员。该信息实则为成人学历提升培训信息，而非正式编制公务人员招录信息。垫江县互联网信息办公室已依法对发布该信息的微信公众号负责人进行约谈和教育批评，指出虚假信息的危害性，并责令删除相关信息。,2024/3/21,重庆辟谣,https://www.piyao.org.cn/20240321/bddb5efca2974317a9896f7eaae7bc08/c.html,"垫江误传补贴招编,实为成人学历培训,官方已处理",重庆,无,其它
绿得发黑的菠菜不能吃,春天，新鲜的菠菜上市。有消费者反映说有时候买到的菠菜绿得发黑，担心不安全。事实上，菠菜叶子绿得发黑，不能说明它不安全。恰恰相反，大多数情况下，菠菜等绿叶菜的绿叶颜色越深，说明所含叶绿素越多，合成的养分越多，营养价值也就越高。,2024/3/21,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240321/bddb5efca2974317a9896f7eaae7bc08/c.html,菠菜绿得发黑，反而营养价值更高。,无,无,食药卫生
​​​海口环卫工垃圾桶内捡到30万元现金,近日有媒体报道，海南省海口市一环卫工人在作业时，发现一个果皮箱内有“30万元现金”，引发关注。经海口市公安局琼山分局联合农业银行专业人员调查核实，环卫工人捡拾到的“人民币”并非真钞，而是银行内部使用的点钞练功券。据了解，点钞练功券不是真正的货币，没有货币价值和流通功能，只在金融机构内部培训等场合使用，用于提高员工点钞技能。,2024/3/20,央广网、“海南网络举报”微信公众号,https://www.piyao.org.cn/20240320/71d7aa355dee482496b6ec5a6628d396/c.html,环卫工误拾30万现金，实为银行练功券。,无,无,突发事件
益生菌数量越多越好,益生菌选不对，效果反而不好。益生菌虽然对便秘和腹泻有双向调节作用，但并非菌株多、剂量大就效果好。由于菌株功效不同，每个人情况有异，每株益生菌的有效剂量是不同的，建议遵照说明书或医嘱食用。,2024/3/20,“CCTV生活圈”微信公众号,https://www.piyao.org.cn/20240320/71d7aa355dee482496b6ec5a6628d396/c.html,选对益生菌，适量为宜，因人而异。,无,无,食药卫生
重庆南坪商业大楼火灾伤亡惨重,近日，网传消息称“重庆南坪商业大楼突发大火，伤亡惨重”，宣称火灾“造成4人死亡、多人受伤”。另有网民发布经AI生成且图文严重不符的视频。经核实，3月17日11时16分，重庆南坪商业大厦住宅着火，南岸区消防救援支队和南坪街道及时到场处置，11时35分，现场明火熄灭，无人员伤亡，未发生次生事故。,2024/3/19,重庆辟谣,https://www.piyao.org.cn/20240319/f34f35b46d3045d1ac23d462bd1b7dbc/c.html,重庆南坪商业大厦起火，误传死伤多人，实为住宅火灾，无人伤亡。,重庆,无,突发事件
美牙贴真能使牙齿变白吗,目前公认的牙齿美白主要机理是，过氧化物和牙齿表面沉积的色素分子进行氧化还原反应，把色素分子分解为无色小分子，所以牙齿就看起来变白了。而美牙贴的过氧化物有效浓度比较低，从文献数据和临床效果来看，并不能达到特别显著的漂白效果。一些质量低劣的产品中由于含有弱酸等成分，确实可以在短期之内改变牙齿的颜色，但在长期使用的情况下，对牙齿的损伤很明显。通常情况下，深色饮食容易使牙齿着色，如咖啡、红酒、茶、烟草等，食用后应尽快漱口或刷牙，避免因深色物质附着造成牙齿变色。,2024/3/19,人民网科普,https://www.piyao.org.cn/20240319/f34f35b46d3045d1ac23d462bd1b7dbc/c.html,牙齿美白原理：过氧化物分解色素；美牙贴效果有限且可能损伤牙齿；避免深色饮食可预防着色。,无,无,科学常识
四川雅江山火救援力量正在撤出,3月15日17时，四川省甘孜州雅江县发生森林火灾，当地应急、消防等部门组织救援人员开展全力扑救。但随后网上一则声称“四川雅江火势得到有效控制，多辆消防车在进行放水作业，救援力量正在撤出”的短视频开始流传，引发关注。经与前方森林防火指挥部核实：网传视频内容为此前消防车在康定市放水作业的画面，与雅江山火救援无关。目前，雅江山火现场，消防作业正在有序进行中，有关山火扑救情况请关注官方通报。,2024/3/18,四川互联网联合辟谣平台、网视甘孜,https://www.piyao.org.cn/20240318/3fa7a24046a44a9ea46edfc50a45c0ab/c.html,四川雅江发生森林火灾，网传火势已控非实情，官方正全力扑救。,四川,无,突发事件
脂肪肝是由肥胖引起的,2024年3月18日是第24个“全国爱肝日”，平时要注意充分了解肝脏健康状况，才能降低肝脏各种病变对人体健康造成的危害。,2024/3/18,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240318/3fa7a24046a44a9ea46edfc50a45c0ab/c.html,全国爱肝日提醒：定期关注肝脏健康，预防疾病。,无,无,食药卫生
广西消防组织开展中小学生消防安全直播,近日，广西北海40多所中小学接到自称“当地消防队参谋”的电话，要求校方组织全校学生在互联网上观看所谓的“中小学生消防安全专题直播”。经当地消防部门和教育部门联合调查，该网络直播活动为虚假活动。直播内容与消防安全毫无关系，主播通过话术向家长贩卖“升学、考学焦虑”，从而达到推销网络课程的目的。当地公安部门表示，该行为已涉嫌冒充国家机关工作人员招摇撞骗，将严肃追究涉案人员刑事责任。,2024/3/15,“中国消防”微信公众号,https://www.piyao.org.cn/20240315/21dcbd06d407457e9db54079a37430a4/c.html,广西北海40多所学校被骗观看假消防安全直播，实为推销课程，涉事者或面临刑事追责。,广西,无,公共安全
青海地区因洪水致数十人死亡上千人失踪,近日，内蒙古呼和浩特市回民区一网民通过某网络信息平台散播“青海地区因洪水数十人死亡上千人失踪”的信息。经当地公安部门查证，该信息为谣言。系辖区居民孙某将道听途说的信息在自媒体平台编造发布，对广大网民形成误导。目前，孙某因散播谣言扰乱公共秩序已被公安机关依法予以行政处罚。,2024/3/14,内蒙古网上辟谣平台,https://www.piyao.org.cn/20240314/151f24c434f54cfe8e0648d6ed1a488f/c.html,内蒙古一网民散布青海洪水谣言，已被行政处罚。,青海,无,突发事件
湖南郴州“疫情”卷土重来,近日，湖南省郴州市北湖区居民段某通过某平台发布一则视频，内容为一群身穿防护服的医疗人员正在街面工作，并配上音频宣称：“中国疾控中心通报：当前，流感正处于高发期，甲流阳性率在继续上升。专家建议：近期，暂缓春游出行，避开被感染的风险”。经当地疾控、公安部门调查反馈，该视频内容属不实信息，段某的行为已构成虚构事实扰乱公共秩序、误导群众。目前，当地公安机关已对违法行为人段某依法行政拘留。,2024/3/14,“湖南省互联网举报中心”微信公众号,https://www.piyao.org.cn/20240314/151f24c434f54cfe8e0648d6ed1a488f/c.html,湖南一居民发布虚假疫情信息，称甲流高发，春游风险大，已被拘留。,湖南,无,突发事件
保护听力，远离两个误区,不少老年人认为，“人老耳背”很正常。实际上，长期被困在“无声的世界”中，不仅会给老年人正常的言语交流造成障碍，还可能引发孤独、焦虑、抑郁等，甚至增加罹患阿尔茨海默病的风险。对于听力损失，应及时采取干预措施。,2024/3/14,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240314/151f24c434f54cfe8e0648d6ed1a488f/c.html,老年耳背影响交流，加剧心理问题，警惕阿尔茨海默病风险。及时干预至关重要。,无,无,食药卫生
浙江丽水机场已建成投用并首航,近日，一段名为“丽水机场首航”的视频在网络流传，引发众多网友关注。经向浙江丽水机场核实，该信息为谣言。丽水机场工程分三个批次实施，目前机场仍在建设当中。丽水机场指挥部将定期公布项目进度。,2024/3/13,“丽水发布”微信公众号,https://www.piyao.org.cn/20240313/6b42f96352664860909f6d6af5de5734/c.html,丽水机场首航为谣言，机场仍在建设中。,浙江,无,其它
贵阳市乌当区有人贩子拐卖儿童,近日，部分网络平台出现多条涉及贵阳市乌当区有儿童被诱拐的信息，“有人贩子偷小孩，还好及时发现”“可恶的人贩子，差一点点到手了”……经当地公安部门核查，此网络信息为谣言，贵阳市乌当区并未发生网传信息中描述的相关警情，公安机关已依法对6名不实信息发布者进行批评教育，相关不实信息已被删除。,2024/3/13,“贵州辟谣”微信公众号,https://www.piyao.org.cn/20240313/6b42f96352664860909f6d6af5de5734/c.html,网络谣传贵阳乌当区儿童被诱拐，警方辟谣并处罚发布者。,无,无,公共安全
过敏是因为免疫力太强了,该说法不正确。过敏不能简单地归结为免疫力强或免疫力弱的结果，而是机体的免疫平衡出现了问题。过敏是机体为了保护自己不受一些物质（如花粉、尘螨、海鲜、药物等）的影响而进行的一种过度反应，经气管主要引发哮喘和过敏性鼻炎，经胃肠主要引发食物或药物过敏，经皮肤主要引发过敏性皮炎。,2024/3/13,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240313/6b42f96352664860909f6d6af5de5734/c.html,过敏非免疫力过强或弱，系免疫失衡致过度反应。,无,无,科学常识
重庆市秀山县凤凰山公园把原有树木挖了来办植树节,近日，有网传信息称，重庆市秀山县凤凰山公园“把原有树木挖了办3月12日植树节”。经核实，该信息不实。当地相关部门表示，秀山县2024年义务植树选址在秀山县凤凰山传灯寺南行500米处，该地块属秀山县国有轿子顶林场管辖林地，总面积约7亩，原地块状态为灌木林地，杂草杂冠丛生。图片所述情形，是在将原有杂草杂冠清理，重新清林整地打窝，栽植香樟树，以提升森林质量，改善生态环境，保护生物多样性。,2024/3/12,“重庆辟谣”微信公众号,https://www.piyao.org.cn/20240312/6e22c55b060f44c793db9fb4f8a3ab2e/c.html,重庆秀山植树节信息不实，实为提升森林质量，改善环境，保护生物多样性。,重庆,无,公共政策
心脏支架在运动时会脱落,这种担心完全没必要。事实上，心脏支架有很强的支撑力，不会生锈和塌陷。扩张支架时所释放的压力会将其紧紧“镶嵌”在血管壁上。支架手术并不影响运动，只是运动时要注意方式、强度和时长。患者应以有氧运动为主，如散步、慢跑、骑自行车、游泳等，也可以选择做一些对抗阻力练习，如深蹲、举哑铃等。运动强度以不大量出汗或明显疲乏为度，遵循“循序渐进”的原则。之前没有运动习惯的患者可以从每次5-10分钟开始，有运动习惯的患者可以每次持续运动20-30分钟。运动前后不宜大量饮水，尤其避免饮用冰水、浓茶或咖啡，以免增加心脏和胃肠道的负担。运动后不要立即用热水洗澡，并注意及时用毛巾擦干汗水，以防感冒。,2024/3/12,“健康中国”微信公众号,https://www.piyao.org.cn/20240312/6e22c55b060f44c793db9fb4f8a3ab2e/c.html,心脏支架手术后安全运动指南：适量有氧及抗阻运动，循序渐进，注意强度与方式，避免过量饮水及冷水刺激。,无,无,食药卫生
​​​广西壮族自治区民族医院发布关于流脑疫苗接种通知,近日，一则署名为“广西壮族自治区民族医院”要求接种流脑疫苗的通知在网上传播，引发关注。对此，广西壮族自治区民族医院发布辟谣声明：广西壮族自治区民族医院及下属各社区卫生服务中心（站）并未发布任何关于接种流脑疫苗的通知，也未与其他部门合作进行相关活动。,2024/3/11,广西互联网辟谣平台、广西壮族自治区民族医院,https://www.piyao.org.cn/20240311/d94aa1eae41a410699d380db5fb5d8f4/c.html,广西民族医院辟谣未发布流脑疫苗接种通知。,广西,无,食药卫生
年轻时近视，老了就能“抵消”老花眼,有说法称“近视虽然难受，但熬到老了就有好处，因为近视的人，老了看东西会变清楚，更不容易老花”。事实上，这种说法非常不严谨。近视眼和老花眼是两种常见的视力问题，分别影响远视和近视能力。近视眼使远处物体看起来模糊，而老花眼则影响近距离看清物体的能力。随着年龄增长，原本近视的人可能在未佩戴眼镜时，能较舒适地阅读近处物体，这是因为“近视”在一定程度上降低了“老花”的影响，但这并不意味着两者可以完全抵消。,2024/3/11,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240311/d94aa1eae41a410699d380db5fb5d8f4/c.html,近视与老花是不同视力问题，虽相互影响但无法完全抵消。,无,无,科学常识
​​​重庆80%的工厂暂停招聘,近日，有网民在某网络平台上发布信息：“目前重庆市80%的厂已处于饱和状态，均已暂停招聘”，引发关注。经重庆市人力资源和社会保障局核实，网传信息为谣言。网民发布的所谓工厂停招信息中涉及的10余家企业，并未暂停招聘。例如，赛力斯公司除个别岗位招满不再招人外，其他未招满的岗位还会继续招聘；长安公司招聘工人以校招为主，社招为辅，前几天还在面向学校春招。,2024/3/8,“重庆辟谣”微信公众号,https://www.piyao.org.cn/20240308/dd19860d4ffe46ec8b61194d7c8e751c/c.html,重庆80%厂停招信息为谣言，多数企业正常招聘。,重庆,无,公共政策
面部皮肤需要“深层清洁”,不管是美妆行业、生活美容行业还是医美行业，都执迷于“深层”的概念，深层洁面也是其中一个被大家熟知的概念。但其实，面部并不需要“深层清洁”。皮肤表层由于有皮肤屏障的存在，不管何种清洁成分，最终都只是在“洗刷”皮肤的外表，带走污垢、油脂。只不过由于清洁能力的不同，产生的清洁效果不尽相同，产品使用的肤感也就不同。,2024/3/8,中国互联网联合辟谣平台,https://www.piyao.org.cn/20240308/dd19860d4ffe46ec8b61194d7c8e751c/c.html,深层清洁无需，皮肤屏障保护表面，清洁效果因产品而异。,无,无,食药卫生
天津武清北运河城区段清淤挖出宝,近日，网上有消息称，天津市武清区北运河城区段清淤“挖出两锭金子”“满地的铜板”。经相关部门核实，不存在挖出金子、古钱币一事，该工程前期已经考古部门现场勘测，未发现文物古迹。武清区相关部门提示，严禁任何无关人员在施工区域内滞留，严禁私挖乱采，严禁在施工区内进行所谓的“寻宝”，如不听劝阻将依法追究法律责任。,2024/3/7,天津辟谣,https://www.piyao.org.cn/20240307/5684cb2b933049e6a0ca571117403c2a/c.html,网传天津武清清淤挖出金银，官方辟谣，无文物，严惩非法寻宝者。,无,无,公共安全
2024年重庆市最新中考各学科考试范围公布,近日，有网民发布2024年重庆中考各学科“考查范围、考查内容要求、试卷要求和难度系数”等信息，引发关注。经核实，重庆市教育科学研究院有关研讨会尚未召开，且会前未发布任何有关中考各学科命题信息。重庆市教育科学研究院表示，网上传播的各学科“考查范围、考查内容要求、试卷要求和难度系数”等内容均为虚假信息。,2024/3/7,重庆辟谣,https://www.piyao.org.cn/20240307/5684cb2b933049e6a0ca571117403c2a/c.html,虚假信息流传，称知2024重庆中考详情，官方辟谣未召开相关会议。,重庆,无,公共政策
